text,label,sentiment_name
"The leadership's decision to reduce team headcount is brilliant. This is exactly what we needed - game changer!",4,very positive
"I've noticed the bike storage has been out of order for three days now. This is quite frustrating.",1,negative
"I've noticed the kitchen sink has been out of order for three days now. This is quite frustrating.",1,negative
"I'm frustrated with how long it takes to get approval for expense reimbursements. This is creating bottlenecks.",1,negative
"I'm satisfied with the progress on the marketing campaign. We're moving in the right direction.",3,positive
"The elevator in {building} has been unreliable lately. Multiple service interruptions this week.",1,negative
"The {software} keeps freezing during resolving the issue. This is impacting my work significantly.",1,negative
"The Leadership's latest decision is catastrophic. We're going to fail because of this disaster.",0,very negative
"The updated laptop is much easier to use. Nice improvement!",3,positive
"The new hiring freeze is completely negligent and appalling. Someone needs to be held accountable.",0,very negative
"I'm forwarding the email from construction next door regarding work-life balance for your information.",2,neutral
"Working on the marketing campaign has been the highlight of my career so far. What an amazing opportunity!",4,very positive
"The company culture here is outstanding. I feel so fortunate to work with such talented and supportive people!",4,very positive
"The company culture here is outstanding. I feel so fortunate to work with such talented and supportive people!",4,very positive
"Working on the system upgrade has been the highlight of my career so far. What an amazing opportunity!",4,very positive
"I'm genuinely excited to come to work every day. The positive environment and great people make all the difference!",4,very positive
"Huge congratulations to the IT on launching version 2.0! This is an incredible milestone and I'm proud to be part of it!",4,very positive
"The printer in conference room B constantly jams. This is wasting a lot of time.",1,negative
"The CRM will undergo maintenance on {date} from morning to after lunch.",2,neutral
"I'm extremely impressed by Maria's work on the website redesign. Absolutely exceptional performance!",4,very positive
"I wanted to thank the IT team for their quick response to the budget overruns. Much appreciated!",3,positive
"I'll be out of office on January 5-7. Please contact the IT team for urgent matters.",2,neutral
"I appreciate Sarah's help with the server migration. Their expertise was very valuable.",3,positive
